Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Invoices,Chrome 74.0.3729.169,,2019-06-14 13:33:14,2019-06-14 13:33:30,16.175s,PASSED
,,,,,,
Test Cases/Lemoney/Setup and TearDown/Setup,Chrome 74.0.3729.169,,2019-06-14 13:33:15,2019-06-14 13:33:26,11.363s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 74.0.3729.169,,2019-06-14 13:33:15,2019-06-14 13:33:15,0.023s,PASSED
Start setup action : setUp,Chrome 74.0.3729.169,,2019-06-14 13:33:15,2019-06-14 13:33:26,11.054s,PASSED
"waitForElementPresent(findTestObject(""Lemoney/Setup/Logout/img_profileImage""), 10)",Chrome 74.0.3729.169,,2019-06-14 13:33:26,2019-06-14 13:33:26,0.184s,PASSED
Start listener action : sampleAfterTestCase,Chrome 74.0.3729.169,,2019-06-14 13:33:26,2019-06-14 13:33:26,0.053s,PASSED
,,,,,,
Test Cases/Lemoney/DataBase/DatabaseConnection,Chrome 74.0.3729.169,,2019-06-14 13:33:26,2019-06-14 13:33:28,1.536s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 74.0.3729.169,,2019-06-14 13:33:26,2019-06-14 13:33:26,0.005s,PASSED
"url = ""apiserver.cw1p29kfimzt.ap-south-1.rds.amazonaws.com""",Chrome 74.0.3729.169,,2019-06-14 13:33:27,2019-06-14 13:33:27,0.004s,PASSED
"dbname = ""apiserver""",Chrome 74.0.3729.169,,2019-06-14 13:33:27,2019-06-14 13:33:27,0.002s,PASSED
"port = ""5432""",Chrome 74.0.3729.169,,2019-06-14 13:33:27,2019-06-14 13:33:27,0.001s,PASSED
"userName = ""apiserver""",Chrome 74.0.3729.169,,2019-06-14 13:33:27,2019-06-14 13:33:27,0.001s,PASSED
"passWord = ""api-server-db-pwd""",Chrome 74.0.3729.169,,2019-06-14 13:33:27,2019-06-14 13:33:27,0.001s,PASSED
"com.database.DemoSQLPro.connectDB(url, dbname, port, userName, passWord)",Chrome 74.0.3729.169,,2019-06-14 13:33:27,2019-06-14 13:33:28,0.950s,PASSED
Start listener action : sampleAfterTestCase,Chrome 74.0.3729.169,,2019-06-14 13:33:28,2019-06-14 13:33:28,0.003s,PASSED
,,,,,,
Test Cases/Lemoney/DataBase/Table_invoiceListing,Chrome 74.0.3729.169,,2019-06-14 13:33:28,2019-06-14 13:33:29,1.222s,PASSED
