Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Suite1,Chrome 71.0.3578.98,,2019-02-11 10:57:24,2019-02-11 10:57:35,10.633s,FAILED
,,,,,,
Test Cases/nopCommerceUIDemo/Electronics-camera,Chrome 71.0.3578.98,,2019-02-11 10:57:25,2019-02-11 10:57:33,8.346s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-02-11 10:57:25,2019-02-11 10:57:28,3.286s,PASSED
"navigateToUrl(""http://demo.nopcommerce.com/"")",Chrome 71.0.3578.98,,2019-02-11 10:57:28,2019-02-11 10:57:30,1.518s,PASSED
"verifyElementVisible(findTestObject(""nopCommerce_OR/Electronics-Camera_OR/Page_nopCommerce demo store/a_Electronics""))",Chrome 71.0.3578.98,,2019-02-11 10:57:30,2019-02-11 10:57:30,0.132s,PASSED
"verifyElementPresent(findTestObject(""nopCommerce_OR/Electronics-Camera_OR/Page_nopCommerce demo store/a_Camera  photo""), 60)",Chrome 71.0.3578.98,,2019-02-11 10:57:30,2019-02-11 10:57:30,0.050s,PASSED
"verifyElementPresent(findTestObject(""nopCommerce_OR/Electronics-Camera_OR/Page_nopCommerce demo store/a_Cell phones""), 60)",Chrome 71.0.3578.98,,2019-02-11 10:57:30,2019-02-11 10:57:30,0.037s,PASSED
"verifyElementPresent(findTestObject(""nopCommerce_OR/Electronics-Camera_OR/Page_nopCommerce demo store/a_Others""), 60)",Chrome 71.0.3578.98,,2019-02-11 10:57:30,2019-02-11 10:57:30,0.052s,PASSED
"mouseOver(findTestObject(""nopCommerce_OR/Electronics-Camera_OR/Page_nopCommerce demo store/a_Electronics""))",Chrome 71.0.3578.98,,2019-02-11 10:57:30,2019-02-11 10:57:30,0.124s,PASSED
"click(findTestObject(""nopCommerce_OR/Electronics-Camera_OR/Page_nopCommerce demo store/a_Camera  photo""))",Chrome 71.0.3578.98,,2019-02-11 10:57:30,2019-02-11 10:57:33,2.600s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/nopCommerce_OR/Electronics-Camera_OR/Page_nopCommerce demo store. Camera/h1_Camera  photo""))",Chrome 71.0.3578.98,,2019-02-11 10:57:33,2019-02-11 10:57:33,0.050s,PASSED
,,,,,,
Test Cases/nopCommerceUIDemo/VerifyPagination,Chrome 71.0.3578.98,,2019-02-11 10:57:33,2019-02-11 10:57:35,1.897s,FAILED
"verifyElementPresent(findTestObject(""Object Repository/nopCommerce_OR/PaginationInCamera/Page_nopCommerce demo store. Camera/span_Sort by""), 10)",Chrome 71.0.3578.98,,2019-02-11 10:57:33,2019-02-11 10:57:33,0.032s,PASSED
"verifyOptionPresentByLabel(findTestObject(""nopCommerce_OR/PaginationInCamera/Page_nopCommerce demo store. Camera/select_PositionName A to ZName""), ""Position"", false, 60)",Chrome 71.0.3578.98,,2019-02-11 10:57:33,2019-02-11 10:57:33,0.202s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/nopCommerce_OR/PaginationInCamera/Page_nopCommerce demo store. Camera/select_PositionName A to ZName""), ""http://demo.nopcommerce.com/camera-photo?orderby=5"", true)",Chrome 71.0.3578.98,,2019-02-11 10:57:33,2019-02-11 10:57:34,0.133s,FAILED
"verifyElementPresent(findTestObject(""Object Repository/nopCommerce_OR/PaginationInCamera/Page_nopCommerce demo store. Camera/span_Display""), 10)",Chrome 71.0.3578.98,,2019-02-11 10:57:34,2019-02-11 10:57:34,0.024s,PASSED
"verifyOptionPresentByLabel(findTestObject(""nopCommerce_OR/PaginationInCamera/Page_nopCommerce demo store. Camera/select_369""), ""3"", false, 10)",Chrome 71.0.3578.98,,2019-02-11 10:57:34,2019-02-11 10:57:34,0.118s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/nopCommerce_OR/PaginationInCamera/Page_nopCommerce demo store. Camera/select_369""), ""http://demo.nopcommerce.com/camera-photo?orderby=5&pagesize=3"", true)",Chrome 71.0.3578.98,,2019-02-11 10:57:34,2019-02-11 10:57:34,0.085s,FAILED
"verifyElementPresent(findTestObject(""Object Repository/nopCommerce_OR/PaginationInCamera/Page_nopCommerce demo store. Camera/strong_Filter by price""), 0)",Chrome 71.0.3578.98,,2019-02-11 10:57:34,2019-02-11 10:57:34,0.032s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/nopCommerce_OR/PaginationInCamera/Page_nopCommerce demo store. Camera/a_Under 500.00""), 0)",Chrome 71.0.3578.98,,2019-02-11 10:57:34,2019-02-11 10:57:34,0.025s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/nopCommerce_OR/PaginationInCamera/Page_nopCommerce demo store. Camera/a_Over 500.00""), 0)",Chrome 71.0.3578.98,,2019-02-11 10:57:34,2019-02-11 10:57:34,0.030s,PASSED
"getNumberOfTotalOption(findTestObject(""nopCommerce_OR/PaginationInCamera/Page_nopCommerce demo store. Camera/div_Nikon D5500 DSLR""))",Chrome 71.0.3578.98,,2019-02-11 10:57:34,2019-02-11 10:57:34,0.327s,FAILED
"getNumberOfTotalOption(findTestObject(""Object Repository/nopCommerce_OR/PaginationInCamera/Page_nopCommerce demo store. Camera/div_Apple iCam""), CONTINUE_ON_FAILURE)",Chrome 71.0.3578.98,,2019-02-11 10:57:34,2019-02-11 10:57:34,0.295s,FAILED
